year,category,subcategory,indicator_id,indicator_name,source,value,source_url,unit,reference_period,frequency,period_type,status,geo_level,geo_name,definition,source_revision_date,notes
2020,Mercado laboral,Salarios por formación,salario_medio_mensual_bruto_epa_formacion_Secundaria 2ª etapa,Salario medio mensual bruto por nivel de formación Secundaria 2ª etapa,INE - Decil de salarios del empleo principal. EPA,1588,https://ine.es/dyngs/Prensa/dsEPA2024.htm,€ bruto mensual,2025,annual,annual_average,official,country,España,Salario medio mensual bruto del empleo principal de asalariados por nivel de formación alcanzado.,2026-07-10,Serie publicada en la nota de prensa EPA 2024 con valores 2019-2024.
2020,Mercado laboral,Salarios por formación,"salario_medio_mensual_bruto_epa_formacion_Superior, incluido doctorado","Salario medio mensual bruto por nivel de formación Superior, incluido doctorado",INE - Decil de salarios del empleo principal. EPA,2553.2,https://ine.es/dyngs/Prensa/dsEPA2024.htm,€ bruto mensual,2025,annual,annual_average,official,country,España,Salario medio mensual bruto del empleo principal de asalariados por nivel de formación alcanzado.,2026-07-10,Serie publicada en la nota de prensa EPA 2024 con valores 2019-2024.
2020,Mercado laboral,Salarios,salario_modal_anual_bruto_Total,Salario modal anual bruto Total,INE - Encuesta Anual de Estructura Salarial,18480,https://ine.es/prensa/ees_2020.pdf,€ bruto anual por trabajador,2022,annual,annual,official,country,España,Ganancia anual más frecuente en la distribución salarial publicada por el INE.,2026-07-10,El INE lo publica como 'en torno a 18.480 euros'; también menciona un segundo salario frecuente de 13.970 euros.
2020,Mercado laboral,Salarios mínimos,smi_anual_14_pagas_Total,Salario mínimo interprofesional anual Total,Ministerio de Trabajo / BOE,13300,https://www.mites.gob.es/estadisticas/bel/SMI/indice.htm,€ brutos anuales,1900,annual,legal_rate,official,country,España,Cuantía anual mínima de referencia calculada como SMI mensual por 14 pagas.,2026-07-10,Serie histórica oficial del Ministerio de Trabajo.
2020,Mercado laboral,Salarios mínimos,smi_mensual_14_pagas_Total,Salario mínimo interprofesional mensual Total,Ministerio de Trabajo / BOE,950,https://www.mites.gob.es/estadisticas/bel/SMI/indice.htm,€ brutos mensuales en 14 pagas,1900,annual,legal_rate,official,country,España,"Cuantía mensual ordinaria del Salario Mínimo Interprofesional para jornada completa, en 14 pagas.",2026-07-10,Serie histórica oficial del Ministerio de Trabajo.
2021,Mercado laboral,Salarios,brecha_salarial_media_anual_mujeres_hombres_Total,Brecha salarial media anual mujeres-hombres Total,Elaboración propia a partir de INE - EAES,18.36,https://www.ine.es/jaxiT3/Tabla.htm?t=10882,% sobre salario medio anual de hombres,2023,annual,annual,calculated_from_official,country,España,Diferencia porcentual entre el salario medio anual de hombres y mujeres: (Hombres - Mujeres) / Hombres * 100.,2026-07-10,"Indicador calculado desde datos oficiales del INE, no es una columna directa de la tabla fuente."
2021,Mercado laboral,Salarios,salario_mediano_anual_bruto_Total,Salario mediano anual bruto Total,INE - Encuesta Anual de Estructura Salarial,21638.69,https://www.ine.es/prensa/ees_2021.pdf,€ bruto anual por trabajador,2023,annual,annual,official,country,España,Ganancia anual que divide al número de trabajadores en dos partes iguales: la mitad tiene un salario superior y la otra mitad inferior.,2026-07-10,
2021,Mercado laboral,Salarios,salario_mediano_mensual_bruto_epa_Total,Salario mediano mensual bruto del empleo principal Total,INE - Decil de salarios del empleo principal. EPA,1763.1,https://ine.es/dyngs/Prensa/dsEPA2024.htm,€ bruto mensual,2025,annual,annual_average,official,country,España,"Salario mensual bruto que divide a los asalariados en dos mitades, según la Encuesta de Población Activa.",2026-07-10,Serie publicada en la nota de prensa EPA 2024 con valores 2019-2024.
2021,Mercado laboral,Salarios,salario_medio_anual_bruto_Hombres,Salario medio anual bruto Hombres,INE - Encuesta Anual de Estructura Salarial,28388.69,https://www.ine.es/jaxiT3/Tabla.htm?t=10882,€ bruto anual por trabajador,2023,annual,annual,official,country,España,Ganancia media anual bruta por trabajador por cuenta ajena. No recoge ganancias de segundos y siguientes trabajos del mismo asalariado.,2026-07-10,
2021,Mercado laboral,Salarios,salario_medio_anual_bruto_Mujeres,Salario medio anual bruto Mujeres,INE - Encuesta Anual de Estructura Salarial,23175.95,https://www.ine.es/jaxiT3/Tabla.htm?t=10882,€ bruto anual por trabajador,2023,annual,annual,official,country,España,Ganancia media anual bruta por trabajador por cuenta ajena. No recoge ganancias de segundos y siguientes trabajos del mismo asalariado.,2026-07-10,
2021,Mercado laboral,Salarios,salario_medio_anual_bruto_Total,Salario medio anual bruto Total,INE - Encuesta Anual de Estructura Salarial,25896.82,https://www.ine.es/prensa/ees_2021.pdf,€ bruto anual por trabajador,2023,annual,annual,official,country,España,Ganancia media anual bruta por trabajador por cuenta ajena. No recoge ganancias de segundos y siguientes trabajos del mismo asalariado.,2026-07-10,
2021,Mercado laboral,Salarios,salario_medio_mensual_bruto_epa_Total,Salario medio mensual bruto del empleo principal Total,INE - Decil de salarios del empleo principal. EPA,2087.7,https://ine.es/dyngs/Prensa/dsEPA2024.htm,€ bruto mensual,2025,annual,annual_average,official,country,España,"Salario medio mensual bruto del empleo principal de los asalariados, según la Encuesta de Población Activa.",2026-07-10,Serie publicada en la nota de prensa EPA 2024 con valores 2019-2024.
2021,Mercado laboral,Salarios por formación,salario_medio_mensual_bruto_epa_formacion_Hasta secundaria 1ª etapa,Salario medio mensual bruto por nivel de formación Hasta secundaria 1ª etapa,INE - Decil de salarios del empleo principal. EPA,1352.1,https://ine.es/dyngs/Prensa/dsEPA2024.htm,€ bruto mensual,2025,annual,annual_average,official,country,España,Salario medio mensual bruto del empleo principal de asalariados por nivel de formación alcanzado.,2026-07-10,Serie publicada en la nota de prensa EPA 2024 con valores 2019-2024.
2021,Mercado laboral,Salarios por formación,salario_medio_mensual_bruto_epa_formacion_Secundaria 2ª etapa,Salario medio mensual bruto por nivel de formación Secundaria 2ª etapa,INE - Decil de salarios del empleo principal. EPA,1641.3,https://ine.es/dyngs/Prensa/dsEPA2024.htm,€ bruto mensual,2025,annual,annual_average,official,country,España,Salario medio mensual bruto del empleo principal de asalariados por nivel de formación alcanzado.,2026-07-10,Serie publicada en la nota de prensa EPA 2024 con valores 2019-2024.
2021,Mercado laboral,Salarios por formación,"salario_medio_mensual_bruto_epa_formacion_Superior, incluido doctorado","Salario medio mensual bruto por nivel de formación Superior, incluido doctorado",INE - Decil de salarios del empleo principal. EPA,2607.9,https://ine.es/dyngs/Prensa/dsEPA2024.htm,€ bruto mensual,2025,annual,annual_average,official,country,España,Salario medio mensual bruto del empleo principal de asalariados por nivel de formación alcanzado.,2026-07-10,Serie publicada en la nota de prensa EPA 2024 con valores 2019-2024.
2021,Mercado laboral,Salarios,salario_modal_anual_bruto_Total,Salario modal anual bruto Total,INE - Encuesta Anual de Estructura Salarial,18502.54,https://www.ine.es/prensa/ees_2021.pdf,€ bruto anual por trabajador,2023,annual,annual,official,country,España,Ganancia anual más frecuente en la distribución salarial publicada por el INE.,2026-07-10,"El INE también menciona un segundo salario frecuente de 16.487,22 euros."
2021,Mercado laboral,Salarios mínimos,smi_anual_14_pagas_Total,Salario mínimo interprofesional anual Total,Ministerio de Trabajo / BOE,13510,https://www.mites.gob.es/estadisticas/bel/SMI/indice.htm,€ brutos anuales,1900,annual,legal_rate,official,country,España,Cuantía anual mínima de referencia calculada como SMI mensual por 14 pagas.,2026-07-10,Cuantía vigente desde septiembre de 2021; enero-agosto fue 950 euros/mes.
2021,Mercado laboral,Salarios mínimos,smi_mensual_14_pagas_Total,Salario mínimo interprofesional mensual Total,Ministerio de Trabajo / BOE,965,https://www.mites.gob.es/estadisticas/bel/SMI/indice.htm,€ brutos mensuales en 14 pagas,1900,annual,legal_rate,official,country,España,"Cuantía mensual ordinaria del Salario Mínimo Interprofesional para jornada completa, en 14 pagas.",2026-07-10,Cuantía vigente desde septiembre de 2021; enero-agosto fue 950 euros/mes.
2022,Mercado laboral,Salarios,brecha_salarial_media_anual_mujeres_hombres_Total,Brecha salarial media anual mujeres-hombres Total,Elaboración propia a partir de INE - EAES,17.09,https://www.ine.es/jaxiT3/Tabla.htm?t=10882,% sobre salario medio anual de hombres,2024,annual,annual,calculated_from_official,country,España,Diferencia porcentual entre el salario medio anual de hombres y mujeres: (Hombres - Mujeres) / Hombres * 100.,2026-07-10,"Indicador calculado desde datos oficiales del INE, no es una columna directa de la tabla fuente."
2022,Mercado laboral,Salarios,salario_mediano_anual_bruto_Total,Salario mediano anual bruto Total,INE - Encuesta Anual de Estructura Salarial,22383.11,https://ine.es/metodologia/t22/ees_prinre22.pdf,€ bruto anual por trabajador,2024,annual,annual,official,country,España,Ganancia anual que divide al número de trabajadores en dos partes iguales: la mitad tiene un salario superior y la otra mitad inferior.,2026-07-10,
2022,Mercado laboral,Salarios,salario_mediano_mensual_bruto_epa_Total,Salario mediano mensual bruto del empleo principal Total,INE - Decil de salarios del empleo principal. EPA,1802.8,https://ine.es/dyngs/Prensa/dsEPA2024.htm,€ bruto mensual,2025,annual,annual_average,official,country,España,"Salario mensual bruto que divide a los asalariados en dos mitades, según la Encuesta de Población Activa.",2026-07-10,Serie publicada en la nota de prensa EPA 2024 con valores 2019-2024.
2022,Mercado laboral,Salarios,salario_medio_anual_bruto_Hombres,Salario medio anual bruto Hombres,INE - Encuesta Anual de Estructura Salarial,29381.84,https://www.ine.es/jaxiT3/Tabla.htm?t=10882,€ bruto anual por trabajador,2024,annual,annual,official,country,España,Ganancia media anual bruta por trabajador por cuenta ajena. No recoge ganancias de segundos y siguientes trabajos del mismo asalariado.,2026-07-10,
2022,Mercado laboral,Salarios,salario_medio_anual_bruto_Mujeres,Salario medio anual bruto Mujeres,INE - Encuesta Anual de Estructura Salarial,24359.82,https://www.ine.es/jaxiT3/Tabla.htm?t=10882,€ bruto anual por trabajador,2024,annual,annual,official,country,España,Ganancia media anual bruta por trabajador por cuenta ajena. No recoge ganancias de segundos y siguientes trabajos del mismo asalariado.,2026-07-10,
2022,Mercado laboral,Salarios,salario_medio_anual_bruto_Total,Salario medio anual bruto Total,INE - Encuesta Anual de Estructura Salarial,26948.87,https://ine.es/metodologia/t22/ees_prinre22.pdf,€ bruto anual por trabajador,2024,annual,annual,official,country,España,Ganancia media anual bruta por trabajador por cuenta ajena. No recoge ganancias de segundos y siguientes trabajos del mismo asalariado.,2026-07-10,
2022,Mercado laboral,Salarios,salario_medio_mensual_bruto_epa_Total,Salario medio mensual bruto del empleo principal Total,INE - Decil de salarios del empleo principal. EPA,2118.8,https://ine.es/dyngs/Prensa/dsEPA2024.htm,€ bruto mensual,2025,annual,annual_average,official,country,España,"Salario medio mensual bruto del empleo principal de los asalariados, según la Encuesta de Población Activa.",2026-07-10,Serie publicada en la nota de prensa EPA 2024 con valores 2019-2024.
2022,Mercado laboral,Salarios por formación,salario_medio_mensual_bruto_epa_formacion_Hasta secundaria 1ª etapa,Salario medio mensual bruto por nivel de formación Hasta secundaria 1ª etapa,INE - Decil de salarios del empleo principal. EPA,1445.9,https://ine.es/dyngs/Prensa/dsEPA2024.htm,€ bruto mensual,2025,annual,annual_average,official,country,España,Salario medio mensual bruto del empleo principal de asalariados por nivel de formación alcanzado.,2026-07-10,Serie publicada en la nota de prensa EPA 2024 con valores 2019-2024.
2022,Mercado laboral,Salarios por formación,salario_medio_mensual_bruto_epa_formacion_Secundaria 2ª etapa,Salario medio mensual bruto por nivel de formación Secundaria 2ª etapa,INE - Decil de salarios del empleo principal. EPA,1671.2,https://ine.es/dyngs/Prensa/dsEPA2024.htm,€ bruto mensual,2025,annual,annual_average,official,country,España,Salario medio mensual bruto del empleo principal de asalariados por nivel de formación alcanzado.,2026-07-10,Serie publicada en la nota de prensa EPA 2024 con valores 2019-2024.
2022,Mercado laboral,Salarios por formación,"salario_medio_mensual_bruto_epa_formacion_Superior, incluido doctorado","Salario medio mensual bruto por nivel de formación Superior, incluido doctorado",INE - Decil de salarios del empleo principal. EPA,2649,https://ine.es/dyngs/Prensa/dsEPA2024.htm,€ bruto mensual,2025,annual,annual_average,official,country,España,Salario medio mensual bruto del empleo principal de asalariados por nivel de formación alcanzado.,2026-07-10,Serie publicada en la nota de prensa EPA 2024 con valores 2019-2024.
2022,Mercado laboral,Salarios,salario_modal_anual_bruto_Total,Salario modal anual bruto Total,INE - Encuesta Anual de Estructura Salarial,14586.44,https://ine.es/metodologia/t22/ees_prinre22.pdf,€ bruto anual por trabajador,2024,annual,annual,official,country,España,Ganancia anual más frecuente en la distribución salarial publicada por el INE.,2026-07-10,"El INE también menciona salarios con frecuencia similar de 16.495,84 y 18.494,32 euros."
2022,Mercado laboral,Salarios mínimos,smi_anual_14_pagas_Total,Salario mínimo interprofesional anual Total,Ministerio de Trabajo / BOE,14000,https://www.mites.gob.es/estadisticas/bel/SMI/indice.htm,€ brutos anuales,1900,annual,legal_rate,official,country,España,Cuantía anual mínima de referencia calculada como SMI mensual por 14 pagas.,2026-07-10,Serie histórica oficial del Ministerio de Trabajo.
2022,Mercado laboral,Salarios mínimos,smi_mensual_14_pagas_Total,Salario mínimo interprofesional mensual Total,Ministerio de Trabajo / BOE,1000,https://www.mites.gob.es/estadisticas/bel/SMI/indice.htm,€ brutos mensuales en 14 pagas,1900,annual,legal_rate,official,country,España,"Cuantía mensual ordinaria del Salario Mínimo Interprofesional para jornada completa, en 14 pagas.",2026-07-10,Serie histórica oficial del Ministerio de Trabajo.
2023,Mercado laboral,Salarios,brecha_salarial_media_anual_mujeres_hombres_Total,Brecha salarial media anual mujeres-hombres Total,Elaboración propia a partir de INE - EAES,15.74,https://www.ine.es/jaxiT3/Tabla.htm?t=10882,% sobre salario medio anual de hombres,2025,annual,annual,calculated_from_official,country,España,Diferencia porcentual entre el salario medio anual de hombres y mujeres: (Hombres - Mujeres) / Hombres * 100.,2026-07-10,"Indicador calculado desde datos oficiales del INE, no es una columna directa de la tabla fuente."
2023,Mercado laboral,Salarios,salario_mediano_anual_bruto_Total,Salario mediano anual bruto Total,INE - Encuesta Anual de Estructura Salarial,23349,https://ine.es/dyngs/Prensa/EAES2023.pdf,€ bruto anual por trabajador,2025,annual,annual,official,country,España,Ganancia anual que divide al número de trabajadores en dos partes iguales: la mitad tiene un salario superior y la otra mitad inferior.,2026-07-10,
2023,Mercado laboral,Salarios,salario_mediano_mensual_bruto_epa_Total,Salario mediano mensual bruto del empleo principal Total,INE - Decil de salarios del empleo principal. EPA,1935.5,https://ine.es/dyngs/Prensa/dsEPA2024.htm,€ bruto mensual,2025,annual,annual_average,official,country,España,"Salario mensual bruto que divide a los asalariados en dos mitades, según la Encuesta de Población Activa.",2026-07-10,Serie publicada en la nota de prensa EPA 2024 con valores 2019-2024.
